guest_id;beer;bottled_beer;cocktail;drinks_nos;energy_drink;hot_drinks;soft_drink;spirit;tap_beer;wine;fast_food;food_nos;ice_cream;slow_food;snack;sweets;camping;deposit;facilities;festival;merchandising;non_food_nos;tobacco;nos;cup;warranty;total_order_tkn
891336;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;700
891352;0;0;0;1;0;0;1;0;1;0;4;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;4000
891351;3;0;0;0;0;1;7;0;2;0;2;0;0;0;0;0;0;32;0;0;0;0;1;0;0;0;1550
891353;1;0;0;0;0;0;0;0;4;0;2;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;4200
891365;0;0;0;2;0;1;7;0;3;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;6700
891343;3;0;0;1;0;1;9;0;12;0;2;0;0;0;2;2;1;13;1;0;0;0;0;0;0;0;2950
891338;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;300
891340;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3840
891363;0;0;0;0;0;4;6;0;0;0;6;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;6590
919321;0;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;2150
891345;2;0;0;0;0;0;3;0;0;0;3;0;0;1;2;0;3;2;1;0;0;0;0;0;0;0;11050
891357;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;600
891359;0;0;0;1;0;3;0;4;3;0;4;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;7640
891347;0;0;0;0;0;7;0;0;0;0;4;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;5750
891371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;500
891361;0;0;0;5;0;1;4;0;2;0;7;1;2;0;4;0;1;0;3;0;0;0;0;1;0;0;11200
891329;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;1450
891335;0;0;0;1;0;0;0;3;1;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3600
891330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;500
891356;3;0;0;4;0;4;7;6;10;0;9;1;0;0;5;0;0;39;1;0;0;0;0;2;0;0;15900
891331;0;0;0;0;0;1;5;0;0;0;3;0;0;0;0;0;2;5;1;0;0;0;0;0;0;0;3950
891366;4;0;0;0;1;0;3;8;7;0;4;0;0;0;1;0;4;17;0;1;0;0;0;0;0;0;15750
891341;0;0;0;0;0;0;1;2;0;0;8;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;9340
891348;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;1400
891373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
891337;0;0;0;0;0;1;3;0;0;0;4;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;5800
891350;0;0;0;0;0;3;0;6;1;0;1;0;1;0;2;0;2;7;1;0;0;0;0;0;0;0;6670
891349;1;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;7850
891346;0;0;0;0;0;1;2;0;1;0;0;0;0;1;0;0;2;1;0;1;0;0;3;0;0;0;3350
891332;1;0;0;0;0;0;2;8;0;0;4;0;0;0;1;0;0;8;1;0;0;0;0;0;0;0;9790
891375;1;0;0;1;0;0;1;5;0;0;3;0;0;0;0;1;0;8;1;0;0;0;0;0;0;0;8040
891355;1;0;0;1;0;0;3;1;0;0;3;0;0;0;1;0;1;4;0;1;0;0;0;0;0;0;5600
891328;2;0;0;0;0;0;5;1;11;0;7;0;0;0;0;0;2;18;0;1;0;0;0;0;0;0;12200
891342;0;0;0;0;3;0;1;1;0;0;3;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;5500
891367;4;0;0;0;1;0;2;7;4;0;8;0;0;0;2;0;1;42;0;0;0;0;0;0;0;0;13090
919324;0;0;0;0;0;0;2;5;6;0;1;0;0;0;3;1;1;6;0;1;0;0;0;0;0;0;9500
891344;0;0;0;0;0;0;2;0;4;0;9;0;2;0;2;0;1;4;0;0;0;0;0;0;0;0;8500
891354;3;0;0;0;0;0;1;1;18;0;6;2;0;1;0;0;1;20;1;0;0;0;0;0;0;0;16100
891368;0;0;0;0;0;1;6;0;10;0;3;0;0;0;1;2;3;11;0;1;0;0;0;0;0;0;12430
919325;0;0;0;0;0;0;3;0;9;0;1;0;0;0;3;0;2;9;0;1;0;0;0;0;0;0;11900
891362;1;0;0;0;0;0;1;4;6;2;3;0;0;1;2;0;0;15;0;0;0;0;0;0;0;0;10000
891339;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;1;1;6;1;0;0;0;0;0;0;0;2740
891372;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1600
891394;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;5;0;1;0;0;0;0;0;0;1300
891378;4;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0;3050
891401;0;0;0;2;0;3;8;0;2;0;1;1;0;2;0;2;0;2;1;0;0;0;0;0;0;0;9190
891383;1;0;0;1;0;0;0;0;10;0;3;1;0;0;0;0;1;9;1;0;0;0;0;0;0;0;7300
891388;0;0;0;0;1;5;5;6;4;0;4;0;0;6;1;0;0;1;1;0;0;0;0;0;0;0;15900
891415;0;0;0;0;2;0;1;0;0;0;3;0;0;1;0;2;1;1;0;1;0;0;0;0;0;0;5800
891416;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2490
891408;3;0;0;0;1;0;0;0;0;0;4;0;0;0;0;2;2;1;0;1;0;0;0;0;0;0;6140
891417;0;0;0;0;0;0;5;1;0;0;7;0;0;1;0;1;3;4;1;0;0;0;0;0;0;0;9240
891404;4;0;0;0;0;0;6;13;4;0;2;0;0;0;0;0;1;19;4;0;0;0;0;2;0;0;20900
891385;7;0;0;1;0;0;17;0;17;0;9;0;0;0;3;0;1;14;1;1;0;0;0;0;0;0;24000
891395;10;0;0;0;0;0;20;0;5;0;8;1;1;0;1;0;1;15;2;0;0;0;0;0;0;0;19950
891418;2;0;0;0;0;0;6;0;6;0;6;0;0;2;0;2;3;11;1;0;0;0;0;0;0;0;12450
891396;2;0;0;3;0;0;4;0;11;0;13;0;0;0;3;0;0;9;1;0;0;0;0;0;0;0;16250
891402;4;0;0;0;0;0;1;0;12;0;4;0;0;0;1;0;0;13;1;0;0;0;1;0;0;0;11950
891377;0;0;0;0;0;0;5;1;0;1;3;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;6100
891405;9;0;0;1;0;0;2;9;1;0;10;0;0;0;3;0;1;20;1;0;0;0;0;0;0;0;19850
919329;0;0;0;0;1;0;0;8;1;0;5;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;9800
891407;0;0;0;0;3;1;2;1;4;0;6;0;0;0;0;0;3;10;1;0;0;0;0;0;0;0;9050
891413;1;0;0;0;0;0;0;0;9;0;0;0;0;1;2;3;1;10;1;0;0;0;0;0;0;0;8370
891414;0;0;0;1;0;0;0;0;0;0;7;0;0;0;4;2;0;4;1;0;0;0;0;1;0;0;6290
891392;0;0;0;6;0;0;3;7;0;0;2;0;0;0;8;0;0;11;1;0;2;0;0;0;0;0;20000
891393;1;0;0;0;3;0;5;3;1;0;6;0;0;3;0;1;0;15;1;1;0;0;0;1;0;0;12400
891424;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;0;2;24;0;1;0;0;0;0;0;0;2350
891419;0;0;0;0;1;0;2;2;0;0;2;0;0;0;0;0;0;9;1;1;0;0;1;0;0;0;5000
891425;0;0;0;1;0;1;3;0;2;0;5;0;0;2;0;0;0;5;1;0;0;0;0;0;0;0;6970
891387;0;0;0;0;0;2;5;0;6;0;3;0;0;1;0;1;0;11;0;0;0;0;0;1;0;0;7840
891389;1;0;0;2;0;0;3;2;5;4;3;0;0;4;3;0;1;20;1;0;0;0;0;0;0;0;9450
891420;1;0;0;0;0;2;1;3;16;0;5;0;0;2;0;0;1;21;1;0;0;0;0;0;0;0;7850
891397;0;0;0;0;0;0;2;0;0;0;3;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;3900
891376;0;0;0;0;0;1;6;0;12;0;3;0;0;2;5;0;0;14;1;0;0;0;0;0;0;0;14850
891409;0;0;0;0;0;0;0;0;15;0;1;0;0;0;0;1;0;23;1;0;0;0;0;0;0;0;8990
891398;0;0;0;0;0;1;0;5;2;0;1;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;4750
891379;1;0;0;0;0;1;1;0;16;0;5;0;0;0;1;0;0;40;0;0;0;0;0;0;0;0;10290
891382;5;0;0;2;0;0;1;10;12;0;5;0;0;0;2;0;0;76;1;0;0;0;3;0;0;0;20400
891423;4;0;0;0;0;4;3;1;9;0;5;0;0;0;6;0;1;19;2;0;0;0;0;0;0;0;12700
891412;0;0;0;0;0;0;1;1;0;0;7;0;0;0;9;0;1;2;2;0;0;0;0;2;0;0;6750
891380;4;0;0;2;0;0;0;0;9;0;2;1;0;1;1;1;1;13;2;0;0;0;0;0;0;0;8750
891381;0;0;0;0;0;1;1;0;0;0;3;0;0;1;1;0;1;1;2;0;0;0;0;0;0;0;3070
891421;0;0;0;0;0;0;3;7;7;0;2;0;0;0;0;0;1;14;0;0;0;0;1;0;0;0;12300
919330;0;0;0;0;0;1;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4650
891386;7;0;0;0;0;0;2;0;7;5;7;0;0;0;0;0;1;19;1;0;0;0;1;0;0;0;15150
891410;0;0;0;0;0;2;1;0;0;0;6;0;0;0;4;0;1;0;2;0;0;0;0;0;0;0;7750
891400;4;0;0;0;0;0;0;3;0;0;3;0;0;1;0;0;2;5;0;0;0;0;0;0;0;0;3740
891411;6;0;0;2;0;0;5;7;1;0;7;2;0;0;0;0;4;0;1;0;0;0;0;0;0;0;18600
891403;0;0;0;0;0;0;7;0;7;0;6;0;0;4;0;0;0;15;0;0;0;0;0;1;0;0;19950
891390;3;0;0;0;0;0;5;1;4;0;7;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;10000
891446;9;0;0;0;0;2;3;6;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;12140
891449;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;550
891468;3;0;0;0;1;1;5;0;0;0;6;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;7440
891447;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;1;0;0;0;0;0;2600
891444;1;0;0;0;0;2;2;0;3;0;6;0;0;0;0;0;1;7;1;0;0;0;0;0;0;0;6700
891453;0;0;0;0;1;2;5;1;3;0;2;0;0;0;4;0;0;1;1;0;0;0;2;0;0;0;9900
891452;0;0;0;0;0;1;2;5;2;0;3;0;0;0;1;0;2;10;1;0;0;0;0;0;0;0;8800
891460;0;0;0;0;0;2;0;5;12;0;2;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;5300
891435;0;0;0;0;0;0;0;5;0;0;1;0;0;0;2;0;0;3;1;0;0;0;0;0;0;0;4800
891450;5;0;0;0;0;1;4;0;0;1;6;0;0;0;0;0;2;4;1;0;0;0;4;0;0;0;10900
891471;0;0;0;0;0;0;3;2;5;0;1;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;4850
891455;0;0;0;1;0;0;0;0;3;0;4;0;0;0;2;0;3;3;1;0;0;0;0;0;0;0;4550
891474;0;0;0;0;1;1;0;0;9;0;3;0;0;1;1;0;1;7;1;0;0;0;0;0;0;0;7600
891445;0;0;0;0;0;0;7;1;0;0;11;1;0;1;1;0;5;0;1;0;0;0;0;0;0;0;13700
891462;0;0;0;0;0;0;1;2;4;0;1;0;0;0;0;0;1;4;0;3;0;0;3;0;0;0;8700
891463;1;0;0;0;0;0;1;7;11;1;3;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;11900
891451;4;0;0;0;0;1;7;0;10;0;6;0;0;0;5;0;1;40;1;0;0;0;0;0;0;0;11900
891467;1;0;0;0;0;1;2;0;9;0;6;0;0;0;4;0;2;7;0;0;0;0;0;0;0;0;12750
891465;0;0;0;0;0;2;2;0;5;0;4;0;0;0;0;0;1;6;1;0;0;0;1;0;0;0;7700
891440;2;0;0;0;0;0;3;0;12;0;7;0;0;0;0;1;3;33;1;0;0;0;1;0;0;0;13450
919333;0;0;0;0;0;0;0;0;7;0;2;0;0;0;2;0;1;7;0;0;0;0;0;0;0;0;4820
891472;1;0;0;0;0;0;3;0;7;0;1;0;0;0;0;2;0;8;1;0;0;0;0;0;0;0;3700
891448;3;0;0;0;0;1;2;0;1;0;3;0;0;0;0;0;1;6;2;0;0;0;0;0;0;0;4150
891443;0;0;0;0;0;3;1;0;9;0;1;0;0;0;8;0;1;6;0;0;0;0;0;0;0;0;3050
891432;0;0;0;6;0;0;3;4;0;1;8;0;0;0;0;0;3;4;1;0;0;0;1;0;0;0;12250
891456;0;0;0;1;0;0;5;3;0;0;2;0;1;0;0;0;1;6;1;0;0;0;2;0;0;0;7300
891439;0;0;0;0;0;0;0;2;12;0;3;0;0;0;0;0;1;14;1;0;0;0;0;0;0;0;8150
891431;2;0;0;0;0;0;2;0;12;0;2;0;0;0;1;0;0;20;1;0;0;0;0;0;0;0;5750
891427;0;0;0;0;0;5;3;0;1;0;3;0;0;0;0;0;2;7;2;0;0;0;0;1;0;0;3100
891461;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2950
891473;0;0;0;0;0;0;4;3;0;0;2;0;0;0;0;0;1;9;1;0;0;0;0;0;0;0;3850
891430;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;1;25;1;0;0;0;0;0;0;0;4700
891475;1;0;0;0;0;3;1;3;0;0;1;0;0;0;0;2;5;5;1;0;0;0;0;1;0;0;9400
891428;0;0;0;0;0;0;1;3;0;3;2;0;0;4;0;0;1;2;1;0;0;0;1;0;0;0;6400
891457;1;0;0;3;2;4;8;14;3;0;12;0;1;1;1;6;1;8;1;0;0;0;2;0;0;0;30400
891426;3;0;0;1;0;0;5;8;0;0;9;0;2;0;2;1;1;0;1;0;1;0;2;0;0;0;23550
891470;1;0;0;1;0;0;13;4;1;0;4;1;0;1;3;1;0;6;1;0;0;0;3;0;0;0;16150
891436;0;0;0;0;1;0;0;0;4;0;3;0;0;0;0;0;0;17;6;0;0;0;0;0;0;0;10000
891466;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;5;0;0;0;0;0;0;0;1100
891494;3;0;0;1;0;0;8;0;4;0;8;0;0;0;1;2;3;1;3;0;0;0;1;0;0;0;22900
891523;4;0;0;0;0;0;2;0;8;0;10;0;0;0;0;0;1;13;3;0;0;0;0;0;0;0;10950
891489;4;0;0;0;0;0;4;2;47;0;6;1;0;3;2;0;4;55;6;0;0;0;0;0;0;0;30000
891493;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;2;0;0;0;1;0;0;0;2000
891480;29;0;0;1;6;4;12;2;3;0;4;2;2;0;1;0;3;45;0;1;0;0;0;2;0;0;18400
891499;4;0;0;0;0;1;1;2;3;0;7;0;0;0;1;0;2;0;2;0;0;0;1;0;0;0;13950
891486;24;0;0;0;0;4;5;2;0;0;11;1;0;3;8;0;0;27;0;1;0;0;0;2;0;0;29000
891505;1;0;0;0;0;0;3;0;1;0;4;0;0;0;3;0;1;5;1;0;0;0;1;0;0;0;5480
891490;0;0;0;0;0;6;0;1;0;0;2;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;3550
891495;3;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;2;3;2;0;0;0;0;0;0;0;2550
891496;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;2350
891516;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;1;0;0;0;0;0;0;0;2900
891510;8;0;0;0;0;3;1;0;9;0;6;0;0;0;0;0;1;20;0;0;0;0;0;1;0;0;11500
891479;3;0;0;0;0;0;1;5;11;0;4;0;0;1;1;0;1;22;0;0;0;0;0;2;0;0;10000
891508;1;0;0;0;0;3;1;1;7;0;4;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;7420
891476;0;0;0;1;0;0;3;1;16;0;0;0;0;0;4;3;0;16;1;3;0;0;0;0;0;0;13850
